Time,X,Y,P
0,-0.38784964925516,-0.262239251485022,0.013
0.009,-0.38784964925516,-0.297498310508219,0.255
0.009,-0.38784964925516,-0.297498310508219,0.255
0.043,-0.440738237789957,-0.491423135135799,0.79
0.053,-0.440738237789957,-0.509052664647397,0.927
0.07,-0.38784964925516,-0.473793605624201,1
0.112,0.00881476475579421,0.0727218092353433,1
0.114,0.0352590590231925,0.125610397770138,1
0.142,0.16748053036018,0.548719106048495,1
0.154,0.16748053036018,0.636866753606486,1
0.174,0.141036236092782,0.583978165071691,1
0.195,0.0881476475579851,0.390053340444111,1
0.216,0.0617033532905868,0.0374627502121469,1
0.235,0.114591941825383,-0.262239251485022,1
0.281,0.35259059023196,-0.315127840019817,0.53
0.298,0.379034884499358,-0.244609721973424,0.042
0.299,NaN,NaN,NaN
0.377,0.00881476475579421,0.0374627502121469,0.093
0.384,-0.0176295295116041,0.0374627502121469,0.339
0.384,-0.0176295295116041,0.0374627502121469,0.339
0.403,-0.0705181180463967,0.00220369118895051,0.702
0.426,0.00881476475579421,0.0550922797237451,0.968
0.446,0.193924824627574,0.125610397770138,1
0.467,0.379034884499358,0.213758045328129,0.409
0.484,0.431923473034151,0.249017104351325,0.001
0.485,NaN,NaN,NaN
