Time,X,Y,P
0,0.126074709836396,0.466529622474788,0.005
0.002,0.146821181075298,0.494191584126657,0.054
0.002,0.146821181075298,0.494191584126657,0.054
0.006,0.146821181075298,0.508022564952592,0.155
0.022,0.167567652314198,0.549515507430395,0.403
0.054,0.167567652314198,0.563346488256329,0.54
0.071,0.146821181075298,0.53568452660446,0.876
0.087,0.0845817673585913,0.43886766082292,1
0.103,0.0223423536418873,0.272895890911707,1
0.119,-0.0813900025526215,0.0377692168708235,1
0.136,-0.164375887508228,-0.211188437995996,1
0.155,-0.20586882998603,-0.404822169559077,1
0.17,-0.20586882998603,-0.543131977818421,1
0.186,-0.164375887508228,-0.598455901122159,1
0.203,-0.102136473791524,-0.612286881948093,0.599
0.219,-0.0191505888359144,-0.584624920296224,0.079
0.224,0.00159588240298493,-0.57079393947029,0.026
0.225,NaN,NaN,NaN
0.424,-0.330347657419441,-0.128202553040389,0.069
0.441,-0.330347657419441,-0.128202553040389,0.228
0.441,-0.330347657419441,-0.128202553040389,0.228
0.457,-0.268108243702737,-0.128202553040389,0.765
0.471,-0.164375887508228,-0.114371572214455,0.913
0.488,0.0430888248807897,-0.10054059138852,0.962
0.504,0.209060594792002,-0.0590476489107173,0.856
0.519,0.437271778419919,-0.0313856872588485,0.272
0.53,0.520257663375526,-0.0175547064329141,0.046
0.531,NaN,NaN,NaN
