Time,X,Y,P
0,-0.226662081913622,0.614911747950597,0.058
0.001,-0.226662081913622,0.640603497727533,0.124
0.001,-0.226662081913622,0.640603497727533,0.124
0.02,-0.245930894246322,0.666295247504468,0.294
0.038,-0.265199706579023,0.653449372616001,0.468
0.054,-0.265199706579023,0.537836498619791,0.565
0.07,-0.245930894246322,0.396531874846646,0.683
0.071,-0.245930894246322,0.357994250181244,0.706
0.088,-0.226662081913622,0.152460251965761,0.792
0.104,-0.188124457248217,-0.117303120692061,0.831
0.122,-0.149586832582815,-0.361374743572948,0.839
0.136,-0.130318020250113,-0.515525242234559,0.79
0.153,-0.130318020250113,-0.605446366453833,0.554
0.171,-0.130318020250113,-0.631138116230769,0.343
0.177,-0.130318020250113,-0.618292241342301,0.044
0.178,NaN,NaN,NaN
0.282,0.0431012907442017,0.396531874846646,0.017
0.288,0.0431012907442017,0.422223624623582,0.124
0.288,0.0431012907442017,0.422223624623582,0.124
0.304,0.0431012907442017,0.447915374400517,0.228
0.321,0.0431012907442017,0.43506949951205,0.429
0.337,0.0238324784114994,0.357994250181244,0.595
0.354,0.00456366607879716,0.229535501296567,0.759
0.37,-0.0339739585866045,0.0753850026349544,0.843
0.371,-0.0339739585866045,0.049693252858019,0.853
0.387,-0.0725115832520091,-0.117303120692061,0.882
0.405,-0.130318020250113,-0.271453619353674,0.892
0.42,-0.130318020250113,-0.335682993796012,0.897
0.438,-0.130318020250113,-0.34852886868448,0.903
0.454,-0.0725115832520091,-0.322837118907544,0.901
0.47,0.00456366607879716,-0.245761869576738,0.901
0.488,0.15871416474041,-0.1815324951344,0.89
0.503,0.312864663402022,-0.1815324951344,0.894
0.522,0.428477537398233,-0.271453619353674,0.901
0.537,0.467015162063635,-0.34852886868448,0.905
0.553,0.505552786729039,-0.425604118015285,0.909
0.57,0.505552786729039,-0.502679367346092,0.733
0.587,0.505552786729039,-0.541216992011495,0.202
0.595,0.505552786729039,-0.554062866899963,0.021
0.596,NaN,NaN,NaN
