Time,X,Y,P
0,-0.266071600442911,0.465810381187182,0.079
0.013,-0.234978091209184,0.476174884265092,0.417
0.013,-0.234978091209184,0.476174884265092,0.417
0.029,-0.219431336592319,0.50726839349882,0.677
0.046,-0.219431336592319,0.476174884265092,1
0.062,-0.219431336592319,0.362165350408089,1
0.08,-0.234978091209184,0.123781779616174,1
0.098,-0.266071600442911,-0.15605980348738,1
0.112,-0.281618355059776,-0.30116284657811,1
0.13,-0.297165109676638,-0.435901386590932,1
0.146,-0.297165109676638,-0.456630392746751,1
0.163,-0.281618355059776,-0.394443374279295,1
0.18,-0.250524845826046,-0.238975828110655,1
0.196,-0.219431336592319,-0.0316857665524671,1
0.213,-0.172791072741726,0.196333301161539,1
0.23,-0.110604054274272,0.393258859641817,1
0.246,-0.0795105450405423,0.424352368875545,1
0.263,-0.0639637904236777,0.289613828862724,1
0.28,-0.0639637904236777,0.0926882703824455,1
0.297,-0.0950572996574069,-0.104237288097833,1
0.313,-0.110604054274272,-0.259704834266473,1
0.329,-0.110604054274272,-0.31152734965602,1
0.346,-0.0639637904236777,-0.259704834266473,1
0.363,0.0293167372775056,-0.104237288097833,1
0.379,0.138144019595554,0.113417276538264,1
0.396,0.262518056530466,0.320707338096452,1
0.413,0.402438848082243,0.476174884265092,1
0.43,0.433532357315973,0.403623362719726,1
0.445,0.417985602699108,0.196333301161539,1
0.463,0.386892093465379,-0.104237288097833,1
0.48,0.355798584231652,-0.332256355811838,1
0.496,0.386892093465379,-0.529181914292117,1
0.513,0.433532357315973,-0.601733435837482,0.851
0.53,0.54235963963402,-0.601733435837482,0.19
0.541,0.604546658101477,-0.570639926603754,0.005
0.543,NaN,NaN,NaN
