Time,X,Y,P
0,-0.34498752650295,0.0969020907776352,0.06
0.001,-0.34498752650295,0.107356258247422,0.149
0.001,-0.34498752650295,0.107356258247422,0.149
0.017,-0.313625024093592,0.180535430535926,0.376
0.033,-0.266581270479553,0.243260435354644,0.478
0.052,-0.250900019274874,0.326893775112935,0.63
0.071,-0.250900019274874,0.379164612461866,0.704
0.084,-0.250900019274874,0.400072947401439,0.729
0.1,-0.235218768070194,0.379164612461866,0.747
0.118,-0.172493763251476,0.305985440173362,0.843
0.134,-0.0784062560233993,0.138718760656781,0.989
0.15,-0.0313625024093602,-0.00763958392022816,1
0.167,0.0156812512046778,-0.237631268255528,1
0.183,0.0470437536140368,-0.457168785121039,1
0.2,0.0156812512046778,-0.603527129698048,1
0.221,0.0156812512046778,-0.645343799577194,1
0.233,0.0156812512046778,-0.603527129698048,1
0.25,0.0156812512046778,-0.498985455000185,1
0.267,0.0784062560233958,-0.310810440544031,1
0.283,0.141131260842114,-0.112181258618092,1
0.303,0.235218768070191,0.0237229184891308,1
0.321,0.313625024093588,0.107356258247422,1
0.333,0.376350028912306,0.138718760656781,1
0.35,0.454756284935704,0.17008126306614,0.798
0.369,0.548843792163781,0.180535430535926,0.396
0.384,0.6115687969825,0.190989598005712,0.022
0.385,NaN,NaN,NaN
