Time,X,Y,P
0,0.0915080636066051,0.170001647055826,0.032
0.001,0.0915080636066051,0.196030607370594,0.071
0.001,0.0915080636066051,0.196030607370594,0.071
0.021,0.0915080636066051,0.300146448629665,0.243
0.034,0.0524646231344535,0.378233329573968,0.353
0.051,0.0134211826623019,0.430291250203504,0.448
0.068,-0.0256222578098497,0.456320210518271,0.511
0.084,-0.142752579226304,0.456320210518271,0.546
0.101,-0.259882900642758,0.3522043692592,0.562
0.119,-0.377013222059213,0.222059567685362,0.581
0.136,-0.416056662531365,0.091914766111526,0.593
0.153,-0.455100103003516,-0.0642589957770804,0.603
0.175,-0.455100103003516,-0.29851963860999,0.608
0.185,-0.416056662531365,-0.350577559239525,0.604
0.202,-0.337969781587062,-0.402635479869061,0.612
0.218,-0.29892634111491,-0.376606519554293,0.622
0.238,-0.142752579226304,-0.246461717980454,0.651
0.257,-0.0256222578098497,-0.0642589957770804,0.683
0.27,0.0134211826623019,0.0398568454819905,0.698
0.283,0.0524646231344535,0.196030607370594,0.722
0.304,0.130551504078757,0.378233329573968,0.771
0.318,0.130551504078757,0.456320210518271,0.81
0.34,0.130551504078757,0.430291250203504,0.849
0.352,0.130551504078757,0.3522043692592,0.88
0.369,0.130551504078757,0.091914766111526,0.94
0.385,0.169594944550908,-0.142345876721384,0.968
0.401,0.169594944550908,-0.350577559239525,0.991
0.42,0.247681825495211,-0.532780281442899,1
0.437,0.325768706439515,-0.610867162387203,0.974
0.454,0.364812146911666,-0.610867162387203,0.649
0.469,0.442899027855969,-0.584838202072435,0.118
0.476,0.481942468328121,-0.558809241757667,0.009
0.477,NaN,NaN,NaN
