Time,X,Y,P
0,0.0176998081351196,0.0814191174215509,0.017
0.005,0.0176998081351196,0.0932189895116307,0.196
0.005,0.0176998081351196,0.0932189895116307,0.196
0.023,0.0176998081351196,0.105018861601711,0.384
0.034,0.0176998081351196,0.12861860578187,0.421
0.051,-1.6375612102548e-16,0.15221834996203,0.446
0.068,-1.6375612102548e-16,0.199417838322349,0.462
0.1,-0.0176998081351199,0.317416559223147,0.544
0.101,-0.0176998081351199,0.329216431313227,0.554
0.116,-0.0530994244053593,0.376415919673546,0.593
0.132,-0.106198848810718,0.447215152214025,0.634
0.151,-0.159298273216078,0.470814896394185,0.651
0.167,-0.212397697621437,0.447215152214025,0.653
0.187,-0.300896738297035,0.341016303403307,0.655
0.199,-0.353996162702394,0.246617326682668,0.657
0.217,-0.407095587107754,0.0814191174215509,0.665
0.233,-0.424795395242873,-0.107378836019726,0.681
0.251,-0.389395778972634,-0.260777173190764,0.71
0.267,-0.318596546432155,-0.331576405731243,0.747
0.283,-0.247797313891676,-0.343376277821323,0.774
0.299,-0.176998081351197,-0.319776533641163,0.815
0.319,-0.106198848810718,-0.260777173190764,0.872
0.337,-0.0530994244053593,-0.178178068560205,0.897
0.349,-0.0353996162702396,-0.107378836019726,0.905
0.366,-0.0176998081351199,-0.0247797313891675,0.913
0.382,0.0176998081351196,0.0696192453314711,0.915
0.401,0.0176998081351196,0.12861860578187,0.925
0.422,0.0176998081351196,0.15221834996203,0.927
0.434,0.0176998081351196,0.14041847787195,0.935
0.449,0.0176998081351196,0.105018861601711,0.944
0.469,0.0176998081351196,0.0224197569711518,0.958
0.487,0.0353996162702393,-0.107378836019726,0.981
0.499,0.053099424405359,-0.213577684830445,0.993
0.516,0.106198848810718,-0.331576405731243,1
0.533,0.194697889486316,-0.414175510361801,1
0.551,0.336296354567274,-0.425975382451881,1
0.569,0.495594627783352,-0.366976022001482,1
0.585,0.60179347659407,-0.296176789461003,0.651
0.601,0.690292517269669,-0.225377556920524,0.106
0.607,0.690292517269669,-0.213577684830445,0.046
0.609,NaN,NaN,NaN
