Time,X,Y,P
0,-0.27735304311586,0.869976826486307,0.013
0.008,-0.27735304311586,0.854639331014463,0.134
0.008,-0.27735304311586,0.854639331014463,0.134
0.028,-0.254346799908093,0.747276862711549,0.325
0.05,-0.185328070284791,0.409851962330964,0.583
0.072,-0.11630934066149,-0.05027290182438,0.69
0.092,-0.0472906110381882,-0.464385279564188,0.739
0.112,-0.0012781246226538,-0.69444771164186,0.755
0.134,-0.0012781246226538,-0.801810179944773,0.765
0.156,-0.024284367830421,-0.663772720698171,0.767
0.174,-0.024284367830421,-0.37236030673312,0.763
0.196,0.0217281185851134,0.0877645574222232,0.769
0.218,0.0907468482084147,0.256477007612516,0.815
0.237,0.182771821039483,0.225802016668826,0.942
0.258,0.251790550662785,-0.0195979108806904,1
0.278,0.297803037078319,-0.264997838430206,0.909
0.3,0.320809280286087,-0.479722775036033,0.169
0.309,0.320809280286087,-0.495060270507878,0.101
0.31,NaN,NaN,NaN
