Time,X,Y,P
0,0.043286508384887,0.334107716570744,0.013
0.01,0.043286508384887,0.345437024938146,0.079
0.01,0.043286508384887,0.345437024938146,0.079
0.024,0.0602804709359907,0.356766333305548,0.146
0.048,0.0942683960381956,0.368095641672951,0.231
0.069,0.0942683960381956,0.379424950040353,0.274
0.092,0.111262358589299,0.413412875142559,0.354
0.108,0.111262358589299,0.413412875142559,0.37
0.125,0.128256321140401,0.424742183509961,0.423
0.143,0.128256321140401,0.436071491877362,0.489
0.158,0.111262358589299,0.447400800244764,0.544
0.177,0.0942683960381956,0.458730108612166,0.55
0.191,0.0602804709359907,0.470059416979568,0.554
0.208,0.00929858328267954,0.504047342081774,0.558
0.226,-0.0586772669217328,0.504047342081774,0.593
0.242,-0.126653117126145,0.504047342081774,0.663
0.259,-0.16064104222835,0.492718033714372,0.733
0.276,-0.228616892432762,0.458730108612166,0.81
0.292,-0.279598780086074,0.424742183509961,0.854
0.311,-0.330580667739382,0.368095641672951,0.886
0.324,-0.364568592841587,0.31144909983594,0.909
0.342,-0.398556517943795,0.266131866366332,0.923
0.358,-0.415550480494898,0.220814632896724,0.931
0.376,-0.415550480494898,0.164168091059713,0.937
0.396,-0.398556517943795,0.130180165957507,0.938
0.408,-0.381562555392691,0.107521549222703,0.938
0.425,-0.330580667739382,0.0735336241204969,0.94
0.442,-0.245610854983866,0.0622043157530949,0.944
0.46,-0.143647079677249,0.0395456990182907,0.944
0.474,-0.075671229472834,0.0168870822834866,0.942
0.492,0.00929858328267954,0.00555777391608455,0.942
0.508,0.111262358589299,-0.0284301511861216,0.944
0.526,0.213226133895917,-0.0737473846557299,0.942
0.543,0.315189909202536,-0.141723234860142,0.944
0.558,0.366171796855845,-0.175711159962348,0.946
0.578,0.451141609611361,-0.266345626901565,0.938
0.592,0.468135572162465,-0.311662860371173,0.937
0.612,0.485129534713566,-0.379638710575586,0.938
0.624,0.485129534713566,-0.413626635677792,0.944
0.643,0.468135572162465,-0.481602485882204,0.954
0.658,0.434147647060257,-0.526919719351812,0.966
0.676,0.366171796855845,-0.549578336086616,0.976
0.691,0.298195946651433,-0.572236952821421,0.981
0.712,0.213226133895917,-0.572236952821421,0.987
0.725,0.128256321140401,-0.594895569556225,0.991
0.742,0.043286508384887,-0.606224877923627,0.997
0.758,-0.0416833043706291,-0.606224877923627,0.997
0.775,-0.126653117126145,-0.606224877923627,0.995
0.794,-0.211622929881659,-0.606224877923627,0.981
0.808,-0.26260481753497,-0.606224877923627,0.974
0.825,-0.330580667739382,-0.594895569556225,0.901
0.842,-0.347574630290484,-0.572236952821421,0.681
0.858,-0.313586705188279,-0.560907644454019,0.032
0.86,NaN,NaN,NaN
