Time,X,Y,P
0,-0.168738747083421,0.993226446247125,0.081
0.023,-0.168738747083421,0.96441739186703,0.415
0.023,-0.168738747083421,0.96441739186703,0.415
0.043,-0.190345537868493,0.877990228726741,0.712
0.066,-0.190345537868493,0.661922320876019,0.89
0.068,-0.190345537868493,0.618708739305875,0.905
0.087,-0.168738747083421,0.345022722694961,0.987
0.107,-0.168738747083421,-0.0294949842462894,1
0.131,-0.168738747083421,-0.389608163997492,1
0.149,-0.168738747083421,-0.56246249027807,1
0.17,-0.168738747083421,-0.648889653418358,1
0.193,-0.147131956298349,-0.605676071848214,1
0.21,-0.082311583943132,-0.447226272757685,1
0.234,0.0257223699822287,-0.159135728956722,1
0.254,0.13375632390759,-0.000685929866193148,1
0.274,0.198576696262806,-0.000685929866193148,1
0.294,0.306610650188166,-0.144731201766674,1
0.317,0.349824231758311,-0.360799109617396,1
0.351,0.371431022543383,-0.648889653418358,1
0.375,0.371431022543383,-0.720912289368599,0.476
0.391,0.393037813328455,-0.706507762178551,0.091
0.392,NaN,NaN,NaN
