Time,X,Y,P
0,0.00345129429444307,0.317979247661337,0.03
0.029,0.0248493189199887,0.275183198410245,0.315
0.029,0.0248493189199887,0.275183198410245,0.315
0.045,0.0248493189199887,0.289448548160609,0.397
0.067,0.0248493189199887,0.317979247661337,0.468
0.087,0.00345129429444307,0.346509947162063,0.55
0.108,-0.0393447549566483,0.389305996413154,0.647
0.129,-0.103538828833285,0.460632745164973,0.747
0.149,-0.167732902709922,0.474898094915337,0.79
0.157,-0.210528951961013,0.460632745164973,0.804
0.172,-0.27472302583765,0.432102045664245,0.829
0.191,-0.360315124339833,0.332244597411701,0.886
0.216,-0.42450919821647,0.132529700906608,0.981
0.235,-0.42450919821647,-0.0957158950992128,1
0.254,-0.381713148965379,-0.295430791604306,1
0.276,-0.253325001212104,-0.495145688109399,1
0.296,-0.124936853458831,-0.53794173736049,1
0.316,0.00345129429444307,-0.495145688109399,1
0.339,0.110441417422171,-0.338226840855397,1
0.359,0.153237466673263,-0.12424659459994,1
0.379,0.174635491298808,0.10399900140588,1
0.4,0.174635491298808,0.275183198410245,1
0.42,0.174635491298808,0.346509947162063,1
0.441,0.153237466673263,0.317979247661337,1
0.466,0.131839442047717,0.146795050656971,1
0.484,0.131839442047717,-0.12424659459994,1
0.504,0.153237466673263,-0.409553589607216,1
0.526,0.196033515924354,-0.609268486112309,1
0.546,0.303023639052082,-0.723391284115219,0.759
0.566,0.388615737554265,-0.723391284115219,0.091
0.571,0.410013762179811,-0.723391284115219,0.036
0.572,NaN,NaN,NaN
