Time,X,Y,P
0,-0.0266137686720018,0.976241423559342,0.044
0.024,-0.0417352281447302,0.945998504613885,0.265
0.024,-0.0417352281447302,0.945998504613885,0.265
0.05,-0.0568566876174585,0.90567461268661,0.345
0.067,-0.0568566876174585,0.835107801813877,0.358
0.09,-0.0719781470901869,0.663731261122956,0.372
0.109,-0.102221066035643,0.472192774468397,0.368
0.131,-0.162706903926557,0.210087476941106,0.372
0.153,-0.22319274181747,-0.0721797665498233,0.448
0.173,-0.283678579708384,-0.344366037058934,0.495
0.193,-0.298800039181112,-0.56614744265895,0.509
0.215,-0.283678579708384,-0.677038145458957,0.515
0.235,-0.253435660762927,-0.666957172477138,0.511
0.254,-0.192949822872014,-0.56614744265895,0.503
0.277,-0.0417352281447302,-0.293961172149839,0.505
0.298,0.0792364476370966,-0.0620987935680044,0.54
0.318,0.154843745000738,0.0689538551956408,0.552
0.337,0.200208123418923,0.0689538551956408,0.558
0.358,0.245572501837108,-0.0318558746225477,0.562
0.379,0.260693961309837,-0.142746577422556,0.565
0.401,0.245572501837108,-0.334285064077115,0.606
0.421,0.215329582891652,-0.47541868582258,0.712
0.444,0.185086663946195,-0.606471334586225,0.755
0.465,0.245572501837108,-0.636714253531682,0.216
0.476,0.306058339728022,-0.616552307568044,0.019
0.477,NaN,NaN,NaN
