Time,X,Y,P
0,-0.268501377418883,0.51377795214963,0.038
0.023,-0.222618230644771,0.559661098923741,0.31
0.023,-0.222618230644771,0.559661098923741,0.31
0.039,-0.176735083870658,0.559661098923741,0.423
0.059,-0.176735083870658,0.483189187633555,0.505
0.081,-0.153793510483601,0.314950982795143,0.54
0.101,-0.10791036370949,0.131418395698693,0.552
0.124,-0.153793510483601,-0.143880484945981,0.573
0.144,-0.199676657257715,-0.342707454300468,0.696
0.165,-0.245559804031826,-0.434473747848692,0.864
0.186,-0.268501377418883,-0.419179365590655,0.944
0.205,-0.222618230644771,-0.281529925268318,1
0.228,-0.0849687903224334,-0.0521141913977565,1
0.249,0.0756222233869591,0.20789030698888,0.985
0.269,0.236213237096353,0.376128511827292,0.716
0.29,0.373862677418691,0.498483569891592,0.075
0.294,0.373862677418691,0.51377795214963,0.022
0.296,NaN,NaN,NaN
0.382,0.00679750322579141,0.162007160214768,0.103
0.393,-0.039085643548321,0.00906333763439336,0.505
0.393,-0.039085643548321,0.00906333763439336,0.505
0.415,-0.0849687903224334,-0.174469249462056,0.917
0.435,-0.0620272169353763,-0.312118689784393,1
0.459,0.00679750322579141,-0.434473747848692,1
0.479,0.190330090322241,-0.541534423654954,1
0.499,0.350921104031633,-0.587417570429067,0.921
0.521,0.511512117741028,-0.587417570429067,0.472
0.541,0.603278411289252,-0.587417570429067,0.005
0.546,NaN,NaN,NaN
