Time,X,Y,P
0,-0.343997034040995,0.42805474222631,0.03
0.023,-0.359072601269882,0.418004364073718,0.29
0.023,-0.359072601269882,0.418004364073718,0.29
0.033,-0.359072601269882,0.407953985921126,0.327
0.053,-0.359072601269882,0.357702095158165,0.376
0.065,-0.359072601269882,0.297399826242613,0.431
0.085,-0.374148168498771,0.136593775801138,0.563
0.086,-0.374148168498771,0.106442641343362,0.585
0.099,-0.374148168498771,-0.00411151833515138,0.685
0.117,-0.374148168498771,-0.205119081386993,0.833
0.137,-0.328921466812106,-0.386025888133652,0.921
0.149,-0.313845899583218,-0.476479291506981,0.96
0.165,-0.268619197896553,-0.56693269488031,1
0.183,-0.223392496209889,-0.56693269488031,1
0.203,-0.163090227294336,-0.496580047812165,1
0.215,-0.117863525607672,-0.396076266286244,1
0.235,-0.0726368239210069,-0.144816812471441,1
0.249,-0.0575612566921193,-0.00411151833515138,1
0.265,-0.0274101222343429,0.136593775801138,1
0.287,-0.0274101222343429,0.257198313632244,1
0.299,-0.0274101222343429,0.28734944809002,1
0.315,-0.0123345550054541,0.267248691784836,1
0.335,0.00274101222343351,0.166744910258915,1
0.351,0.0178165794523211,0.026039616122625,1
0.367,0.0328921466812099,-0.114665678013665,1
0.386,0.0630432811389863,-0.275471728455138,1
0.401,0.0931944155967627,-0.42622740074402,1
0.418,0.138421117283427,-0.546831938575126,1
0.437,0.183647818970092,-0.627234963795863,1
0.45,0.213798953427868,-0.647335720101047,1
0.465,0.243950087885645,-0.637285341948455,1
0.485,0.274101222343421,-0.56693269488031,1
0.501,0.319327924030085,-0.446328157049205,1
0.517,0.334403491258974,-0.315673241065507,1
0.533,0.349479058487863,-0.144816812471441,1
0.549,0.36455462571675,0.0360899942752172,1
0.565,0.379630192945638,0.196896044716691,1
0.585,0.36455462571675,0.347651717005573,1
0.603,0.36455462571675,0.488357011141863,1
0.616,0.349479058487863,0.5687600363626,1
0.632,0.319327924030085,0.629062305278152,1
0.648,0.304252356801197,0.659213439735929,0.919
0.669,0.28917678957231,0.679314196041113,0.308
0.677,0.274101222343421,0.679314196041113,0.132
0.679,NaN,NaN,NaN
