Time,X,Y,P
0,0.0153054584406471,0.353726150628306,0.021
0.008,0.0153054584406471,0.375834035042575,0.14
0.009,0.0153054584406471,0.375834035042575,0.14
0.032,0.0153054584406471,0.420049803871113,0.241
0.048,0.0153054584406471,0.48637345711392,0.349
0.064,0.0153054584406471,0.50848134152819,0.425
0.082,-0.0178563681807566,0.530589225942459,0.495
0.096,-0.0510181948021603,0.50848134152819,0.55
0.113,-0.117341848044968,0.397941919456844,0.573
0.13,-0.216827327909179,0.132647306485615,0.659
0.146,-0.316312807773388,-0.154755190899884,0.753
0.164,-0.382636461016196,-0.50848134152819,0.815
0.18,-0.349474634394793,-0.75166807008515,0.843
0.198,-0.216827327909179,-0.840099607742226,0.854
0.214,-0.0841800214235639,-0.840099607742226,0.86
0.23,0.0484672850620508,-0.773775954499419,0.86
0.248,0.214276418169069,-0.641128648013804,0.843
0.268,0.31376189803328,-0.464265572699651,0.825
0.28,0.346923724654684,-0.265294612971229,0.817
0.296,0.346923724654684,-0.0884315376570765,0.819
0.314,0.280600071411876,0.0884315376570765,0.819
0.33,0.214276418169069,0.221078844142691,0.81
0.346,0.114790938304858,0.265294612971229,0.757
0.363,0.0153054584406471,0.265294612971229,0.632
0.38,-0.0841800214235639,0.221078844142691,0.466
0.398,-0.150503674666371,0.176863075314153,0.022
0.403,NaN,NaN,NaN
