Time,X,Y,P
0,-0.332255958169497,0.548080341253956,0.028
0.017,-0.311809437666759,0.548080341253956,0.354
0.017,-0.311809437666759,0.548080341253956,0.354
0.039,-0.29136291716402,0.534449327585463,0.462
0.059,-0.29136291716402,0.520818313916971,0.552
0.081,-0.250469876158544,0.425401218237526,0.647
0.101,-0.209576835153067,0.275460067884112,0.7
0.102,-0.209576835153067,0.248198040547128,0.704
0.123,-0.209576835153067,0.0573638491882376,0.722
0.142,-0.189130314650329,-0.119839328502161,0.728
0.167,-0.189130314650329,-0.324304533529544,0.747
0.184,-0.209576835153067,-0.446983656545973,0.821
0.209,-0.209576835153067,-0.515138724888434,0.888
0.23,-0.189130314650329,-0.48787669755145,0.901
0.25,-0.127790753142114,-0.36519757453502,0.896
0.27,0.035781410879792,-0.0925773011651764,0.853
0.291,0.219800095404436,0.0982568901937142,0.851
0.311,0.383372259426342,0.180042972204667,0.87
0.333,0.444711820934557,0.0982568901937142,0.913
0.353,0.444711820934557,-0.0516842601596999,0.929
0.372,0.424265300431819,-0.269780478855575,0.935
0.394,0.444711820934557,-0.419721629208989,0.827
0.415,0.52649790294551,-0.48787669755145,0.438
0.431,0.608283984956464,-0.501507711219942,0.028
0.433,NaN,NaN,NaN
