Time,X,Y,P
0,0.160929522384771,0.502400050168948,0.001
0.001,0.160929522384771,0.502400050168948,0.069
0.001,0.160929522384771,0.502400050168948,0.069
0.016,0.179964197075443,0.502400050168948,0.31
0.036,0.198998871766116,0.502400050168948,0.452
0.056,0.179964197075443,0.477020483914718,0.558
0.077,0.141894847694098,0.388192002024915,0.577
0.099,-0.0103825498312758,0.147086122609736,0.587
0.119,-0.14362527266598,-0.0813299736783275,0.585
0.14,-0.295902670191356,-0.347815419347736,0.593
0.16,-0.333972019572699,-0.500092816873113,0.608
0.181,-0.314937344882029,-0.614300865017145,0.638
0.201,-0.181694622047322,-0.665059997525604,0.577
0.222,-0.0103825498312758,-0.652370214398489,0.188
0.233,0.0657561489314124,-0.614300865017145,0.003
0.234,NaN,NaN,NaN
0.324,-0.181694622047322,-0.106709539932557,0.011
0.35,-0.238798646119341,-0.017881058042754,0.399
0.351,-0.238798646119341,-0.017881058042754,0.399
0.367,-0.200729296737995,0.0201882913385887,0.515
0.39,0.0467214742407397,0.0328780744657034,0.538
0.409,0.33224159460082,0.0201882913385887,0.325
0.423,0.522588341507542,0.0201882913385887,0.042
0.424,NaN,NaN,NaN
