Time,X,Y,P
0,-0.227456554241277,0.288408964201347,0.009
0,-0.227456554241277,0.309221982236496,0.075
0,-0.227456554241277,0.309221982236496,0.075
0.03,-0.227456554241277,0.350848018306794,0.341
0.052,-0.227456554241277,0.41328707241224,0.489
0.075,-0.196237027188553,0.434100090447389,0.565
0.097,-0.102578446030384,0.350848018306794,0.655
0.117,-0.0401393919249358,0.205156892060753,0.712
0.135,-0.0401393919249358,-0.00297328829073487,0.749
0.14,-0.0401393919249358,-0.0862253604313298,0.759
0.159,-0.0713589189776601,-0.335981576853115,0.81
0.178,-0.0713589189776601,-0.544111757204602,0.853
0.199,-0.102578446030384,-0.689802883450643,0.872
0.22,-0.102578446030384,-0.75224193755609,0.89
0.241,-0.0713589189776601,-0.627363829345197,1
0.262,-0.00891986487221386,-0.41923364899371,1
0.283,0.115958243338679,-0.190290450607074,1
0.305,0.272055878602293,0.0386527477795626,1
0.324,0.42815351386591,0.205156892060753,1
0.346,0.553031622076802,0.330035000271645,0.585
0.369,0.615470676182248,0.41328707241224,0.146
0.374,NaN,NaN,NaN
