Time,X,Y,P
0,0.226804605813257,0.0945019190888588,0.052
0.001,0.226804605813257,0.111512264524853,0.112
0.002,0.226804605813257,0.111512264524853,0.112
0.017,0.201289087659265,0.145532955396842,0.278
0.033,0.201289087659265,0.213574337140819,0.366
0.05,0.175773569505274,0.281615718884794,0.524
0.067,0.124742533197291,0.38367779150076,0.614
0.084,0.0992270150432995,0.468729518680732,0.646
0.1,0.0481959787353166,0.553781245860703,0.657
0.118,-0.0283505757266578,0.604812282168686,0.659
0.134,-0.130412648342624,0.570791591296698,0.661
0.151,-0.23247472095859,0.38367779150076,0.659
0.167,-0.283505757266573,0.145532955396842,0.675
0.184,-0.334536793574555,-0.194673953323045,0.755
0.2,-0.385567829882537,-0.534880862042931,0.88
0.217,-0.334536793574555,-0.841067079890829,0.95
0.234,-0.23247472095859,-1.01117053425077,1
0.251,-0.0793816120346408,-1.02818087968677,1
0.267,0.0481959787353166,-0.9261188070708,1
0.285,0.175773569505274,-0.739005007274863,1
0.3,0.226804605813257,-0.398798098554976,0.95
0.317,0.201289087659265,-0.0415808443990957,0.909
0.333,0.150258051351282,0.213574337140819,0.87
0.351,0.0226804605813251,0.349657100628772,0.79
0.367,-0.0538660938806493,0.400688136936755,0.62
0.384,-0.130412648342624,0.38367779150076,0.384
0.401,-0.130412648342624,0.298626064320789,0.001
0.402,NaN,NaN,NaN
