Time,X,Y,P
0,-0.237101708723749,0.427249035221022,0.036
0.003,-0.237101708723749,0.440152529573335,0.081
0.003,-0.237101708723749,0.440152529573335,0.081
0.008,-0.237101708723749,0.453056023925648,0.169
0.025,-0.237101708723749,0.504670001334899,0.331
0.042,-0.237101708723749,0.530476990039524,0.437
0.059,-0.237101708723749,0.504670001334899,0.687
0.074,-0.237101708723749,0.440152529573335,0.831
0.092,-0.256456950252218,0.285310597345582,0.946
0.107,-0.256456950252218,0.0659511933562659,1
0.114,-0.275812191780688,-0.0114697727576105,1
0.127,-0.295167433309158,-0.166311704985363,1
0.141,-0.314522674837626,-0.346960625917741,1
0.158,-0.333877916366094,-0.527609546850119,0.778
0.174,-0.333877916366094,-0.617934007316308,0.222
0.186,-0.333877916366094,-0.643740996020934,0.077
0.187,NaN,NaN,NaN
0.334,0.4209765032442,0.336924574754833,0.009
0.345,0.40162126171573,0.324021080402521,0.171
0.345,0.40162126171573,0.324021080402521,0.171
0.361,0.343555537130323,0.259503608640957,0.288
0.375,0.285489812544917,0.169179148174768,0.372
0.392,0.20806884643104,0.0659511933562659,0.476
0.408,0.130647880317164,-0.050180255814548,0.603
0.423,0.0145164311463481,-0.15340821063305,0.747
0.44,-0.0435492934390585,-0.217925682394614,0.851
0.457,-0.101615018024465,-0.230829176746926,0.917
0.473,-0.120970259552935,-0.192118693689988,0.948
0.492,-0.0629045349675283,-0.15340821063305,1
0.51,0.0145164311463481,-0.127601221928424,1
0.526,0.0919373972602245,-0.127601221928424,1
0.542,0.169358363374101,-0.15340821063305,1
0.558,0.285489812544917,-0.230829176746926,1
0.574,0.382266020187262,-0.321153637213115,1
0.589,0.44033174477267,-0.385671108974679,1
0.607,0.517752710886546,-0.43728508638393,0.407
0.624,0.517752710886546,-0.475995569440868,0.118
0.625,NaN,NaN,NaN
