Time,X,Y,P
0,0.070570347085287,0.663742723937231,0.011
0.046,0.070570347085287,0.690445017428958,0.19
0.046,0.070570347085287,0.690445017428958,0.19
0.083,0.070570347085287,0.743849604412414,0.235
0.122,0.0305169068476939,0.690445017428958,0.497
0.172,-0.0495899736274863,0.263208321561314,0.817
0.186,-0.0896434138650795,0.0495899736274952,0.872
0.2,-0.129696854102667,-0.190730667798055,0.913
0.217,-0.16975029434026,-0.457753602715332,0.995
0.235,-0.129696854102667,-0.644669657157426,1
0.25,-0.0495899736274863,-0.72477653763261,1
0.268,0.070570347085287,-0.671371950649154,1
0.302,0.230784108035654,-0.564562776682243,1
0.317,0.230784108035654,-0.511158189698787,0.995
0.342,0.230784108035654,-0.591265070173971,0.034
0.345,NaN,NaN,NaN
0.531,0.11062378732288,0.102994560610951,0.044
0.551,0.070570347085287,0.129696854102678,0.403
0.551,0.070570347085287,0.129696854102678,0.403
0.576,-0.0896434138650795,0.129696854102678,0.716
0.585,-0.16975029434026,0.102994560610951,0.749
0.626,-0.4501243760034,-0.030516906847688,0.067
0.627,NaN,NaN,NaN
