Time,X,Y,P
0,-0.364129339116096,0.308157817213968,0.058
0.021,-0.364129339116096,0.320735687304334,0.19
0.021,-0.364129339116096,0.320735687304334,0.19
0.033,-0.364129339116096,0.320735687304334,0.36
0.05,-0.382996144251646,0.245268466762138,0.478
0.068,-0.401862949387195,0.106911895768111,0.55
0.086,-0.420729754522744,-0.119489765858478,0.575
0.103,-0.420729754522744,-0.345891427485068,0.575
0.119,-0.401862949387195,-0.459092258298361,0.575
0.134,-0.364129339116096,-0.509403738659826,0.575
0.151,-0.2886621185739,-0.459092258298361,0.593
0.169,-0.213194898031705,-0.295579947123603,0.606
0.185,-0.156594482625058,-0.119489765858478,0.612
0.203,-0.0999940672184103,0.0943340256777448,0.61
0.218,-0.0622604569473121,0.182379116310307,0.61
0.234,-0.0056600415406655,0.232690596671772,0.61
0.252,0.0698071790015309,0.182379116310307,0.614
0.272,0.126407594408179,0.0440225453162805,0.626
0.284,0.164141204679277,-0.0691782854970141,0.634
0.303,0.239608425221474,-0.283002077033237,0.7
0.318,0.29620884062812,-0.383625037756166,0.786
0.336,0.371676061170317,-0.446514388207995,0.909
0.354,0.466010086848063,-0.408780777936898,0.976
0.368,0.484876891983613,-0.320735687304335,0.991
0.384,0.503743697119161,-0.132067635948844,0.991
0.401,0.466010086848063,0.106911895768111,0.95
0.422,0.409409671441416,0.320735687304334,0.802
0.434,0.371676061170317,0.446514388207994,0.62
0.451,0.352809256034768,0.547137348930923,0.202
0.46,0.352809256034768,0.572293089111655,0.062
0.461,NaN,NaN,NaN
