Time,X,Y,P
0,-0.227441459294881,0.327153113550971,0.042
0.027,-0.227441459294881,0.356819390850303,0.222
0.027,-0.227441459294881,0.356819390850303,0.222
0.039,-0.205191751320382,0.356819390850303,0.323
0.056,-0.116192919422385,0.267820558952306,0.376
0.073,0.0173053284246119,0.0749897565066461,0.399
0.092,0.150803576271606,-0.192006739187345,0.405
0.109,0.195302992220606,-0.488669512180668,0.405
0.125,0.173053284246106,-0.711166591925661,0.415
0.14,0.0395550363991103,-0.82983170112299,0.474
0.156,-0.116192919422385,-0.814998562473324,0.585
0.178,-0.227441459294881,-0.622167760027664,0.651
0.19,-0.205191751320382,-0.32550498703434,0.679
0.206,-0.116192919422385,0.0156572019079814,0.685
0.225,0.0395550363991103,0.356819390850303,0.679
0.241,0.239802408169603,0.564483331945628,0.587
0.257,0.3733006560166,0.638649025193959,0.31
0.27,0.440049779940097,0.668315302493291,0.021
0.271,NaN,NaN,NaN
