Time,X,Y,P
0,0.0118224129080955,0.614765471220693,0.022
0.018,0.0304004903350925,0.614765471220693,0.345
0.018,0.0304004903350925,0.614765471220693,0.345
0.036,0.0304004903350925,0.565223931415362,0.63
0.059,-0.00675566451890425,0.4661408518047,0.8
0.076,-0.0439118193729038,0.305130847437375,0.931
0.078,-0.0439118193729038,0.267974692583377,0.946
0.097,-0.0439118193729038,0.0574231484107219,1
0.117,-0.0624898967999035,-0.202669935567265,1
0.142,-0.0810679742269005,-0.437992249642587,1
0.163,-0.0439118193729038,-0.623773023912577,1
0.181,-0.00675566451890425,-0.698085333620574,1
0.202,0.123290877470089,-0.698085333620574,0.511
0.222,0.197603187178085,-0.623773023912577,0.005
0.223,NaN,NaN,NaN
0.316,-0.136802206507897,0.0202669935567238,0.153
0.325,-0.173958361361897,0.0202669935567238,0.444
0.325,-0.173958361361897,0.0202669935567238,0.444
0.347,-0.266848748496893,-0.00450377634594167,0.958
0.367,-0.211114516215896,-0.00450377634594167,1
0.389,0.0304004903350925,-0.0416599311999398,0.989
0.41,0.346227806594075,-0.103586855956603,0.286
0.424,0.494852426010067,-0.128357625859269,0.013
0.425,NaN,NaN,NaN
