Time,X,Y,P
0,0.15331941539071,0.507146010866398,0.015
0.005,0.168994243801263,0.507146010866398,0.065
0.005,0.168994243801263,0.507146010866398,0.065
0.023,0.184669072211815,0.507146010866398,0.208
0.039,0.168994243801263,0.496696125259364,0.245
0.056,0.106294930159055,0.423546926010121,0.255
0.072,0.0279207881062967,0.319048069939775,0.255
0.089,-0.0504533539464637,0.172749671441291,0.259
0.105,-0.144502324409774,-0.0362480406994016,0.255
0.126,-0.238551294873085,-0.276595409661198,0.28
0.142,-0.254226123283637,-0.412443922552649,0.347
0.155,-0.254226123283637,-0.496043007408926,0.396
0.172,-0.222876466462535,-0.590091977872237,0.423
0.189,-0.160177152820327,-0.642341405907411,0.438
0.206,-0.0661281823570139,-0.652791291514445,0.446
0.226,0.0279207881062967,-0.631891520300376,0.442
0.238,0.13764458698016,-0.579642092265203,0.421
0.256,0.200343900622368,-0.516942778622995,0.323
0.272,0.263043214264575,-0.433343693766718,0.011
0.276,NaN,NaN,NaN
0.414,-0.34827509374695,0.287698413118671,0.058
0.424,-0.3639499221575,0.266798641904602,0.312
0.424,-0.3639499221575,0.266798641904602,0.312
0.439,-0.332600265336398,0.224999099476464,0.478
0.455,-0.285575780104742,0.204099328262395,0.536
0.473,-0.222876466462535,0.172749671441291,0.552
0.489,-0.144502324409774,0.120500243406118,0.562
0.508,0.0122459596957465,0.0787007009779794,0.604
0.524,0.168994243801263,0.0473510441568755,0.665
0.539,0.294392871085678,0.0369011585498409,0.687
0.556,0.404116669959541,0.0369011585498409,0.675
0.572,0.466815983601752,0.0369011585498409,0.513
0.588,0.498165640422854,0.0473510441568755,0.091
0.592,NaN,NaN,NaN
