Time,X,Y,P
0,-0.337536228304846,-0.0403028332304292,0.001
0.001,-0.337536228304846,-0.0278281467543439,0.052
0.001,-0.337536228304846,-0.0278281467543439,0.052
0.016,-0.337536228304846,0.0470199721021682,0.204
0.033,-0.356248258018974,0.109393404482595,0.313
0.05,-0.356248258018974,0.0719693450543389,0.364
0.071,-0.318824198590718,-0.115150952086941,0.396
0.083,-0.281400139162462,-0.239897816847794,0.401
0.1,-0.225264050020078,-0.402068741036904,0.405
0.101,-0.20655202030595,-0.427018113989074,0.407
0.117,-0.150415931163567,-0.501866232845586,0.423
0.137,-0.0755678123070549,-0.476916859893416,0.44
0.152,-0.0194317231646715,-0.314745935704306,0.456
0.167,0.0179923362635859,-0.140100325039112,0.464
0.183,0.0554163956918406,-0.00287877380217317,0.485
0.201,0.092840455120098,0.0470199721021682,0.544
0.218,0.092840455120098,-0.0652522061825999,0.601
0.267,0.223824663118993,-0.414543427512989,0.667
0.283,0.298672781975506,-0.364644681608648,0.687
0.301,0.392232930546146,-0.152575011515197,0.708
0.318,0.429656989974401,0.134342777434766,0.716
0.333,0.429656989974401,0.371361820480387,0.72
0.35,0.373520900832018,0.633330236478179,0.726
0.366,0.317384811689634,0.770551787715118,0.667
0.385,0.298672781975506,0.770551787715118,0.386
0.395,0.317384811689634,0.758077101239032,0.005
0.396,NaN,NaN,NaN
