Time,X,Y,P
0,-0.0620773820778544,0.335594089778462,0.021
0.012,-0.109481928391852,0.303991058902464,0.202
0.012,-0.109481928391852,0.303991058902464,0.202
0.027,-0.18058874786285,0.17757893539847,0.366
0.046,-0.227993294176847,0.00376226558047985,0.556
0.062,-0.227993294176847,-0.249061981427508,0.767
0.077,-0.18058874786285,-0.533489259311495,0.917
0.095,-0.133184201548852,-0.723107444567486,0.964
0.111,-0.0146728357638576,-0.83371805263348,0.995
0.127,0.0801362568641379,-0.770511990881483,1
0.145,0.24605216896313,-0.517687743873495,1
0.162,0.411968081062122,-0.138451373361513,1
0.178,0.483074900533119,0.256586512588466,1
0.194,0.435670354219121,0.462006213282456,1
0.211,0.24605216896313,0.572616821348451,1
0.229,0.0801362568641379,0.493609244158455,1
0.244,-0.109481928391852,0.335594089778462,1
0.261,-0.204291021019848,0.161777419960471,0.995
0.277,-0.204291021019848,0.114372873646475,0.8
0.294,-0.15688647470585,0.114372873646475,0.259
0.307,-0.0620773820778544,0.130174389084472,0.001
0.308,NaN,NaN,NaN
