Time,X,Y,P
0,-0.0561521623694891,0.778500255356173,0.024
0.013,-0.0561521623694891,0.787084025399917,0.347
0.014,-0.0561521623694891,0.787084025399917,0.347
0.034,-0.0561521623694891,0.778500255356173,0.673
0.046,-0.0561521623694891,0.735581405137456,0.739
0.062,-0.0561521623694891,0.641159934656279,0.841
0.081,-0.0690278174351047,0.503819613956384,0.938
0.082,-0.0819034725007203,0.46948453378141,0.948
0.098,-0.0947791275663349,0.340727983125259,0.987
0.111,-0.10765478263195,0.229138972556595,1
0.128,-0.133406092763181,0.0574635716817267,1
0.144,-0.146281747828795,-0.0798767490181679,1
0.162,-0.146281747828795,-0.268719689980523,0.954
0.182,-0.133406092763181,-0.448978860899134,0.708
0.198,-0.0947791275663349,-0.620654261774002,0.319
0.212,-0.0561521623694891,-0.706491962211436,0.034
0.213,NaN,NaN,NaN
0.379,0.433122730123885,-0.225800839761806,0.058
0.395,0.42024707505827,-0.165714449455602,0.331
0.395,0.42024707505827,-0.165714449455602,0.331
0.412,0.39449576492704,-0.122795599236885,0.446
0.432,0.36874445479581,-0.105628059149398,0.54
0.45,0.317241834533349,-0.105628059149398,0.632
0.462,0.239987904139658,-0.0798767490181679,0.716
0.478,0.162733973745968,-0.0627092089306811,0.808
0.496,0.0726043882866612,-0.0455416688431943,0.882
0.513,-0.0304008522382598,-0.0369578987994508,0.915
0.53,-0.0947791275663349,-0.0369578987994508,0.935
0.545,-0.15915740289441,-0.0541254388869377,0.946
0.562,-0.210660023156871,-0.0712929789744245,0.96
0.581,-0.236411333288102,-0.114211829193141,1
0.594,-0.236411333288102,-0.165714449455602,1
0.611,-0.210660023156871,-0.242968379849292,1
0.628,-0.172033057960026,-0.354557390417957,1
0.646,-0.0947791275663349,-0.509065251205338,0.696
0.662,-0.0046495421070286,-0.646405571905232,0.069
0.668,0.0211017680242007,-0.672156882036463,0.017
0.669,NaN,NaN,NaN
