Time,X,Y,P
0,-0.0715789791190458,0.948588713932774,0.005
0.014,-0.0715789791190458,0.993186208710996,0.144
0.014,-0.0715789791190458,0.993186208710996,0.144
0.027,-0.0715789791190458,1.04893307718377,0.214
0.047,-0.0883030396608789,1.03778370348922,0.317
0.063,-0.0883030396608789,0.982036835016441,0.417
0.079,-0.105027100202712,0.792497482208999,0.563
0.095,-0.138475221286378,0.446866897677781,0.649
0.111,-0.155199281828211,0.145833807924785,0.687
0.126,-0.188647402911878,-0.288991766162875,0.745
0.147,-0.188647402911878,-0.612323603304982,0.81
0.163,-0.188647402911878,-0.824161703501535,0.866
0.177,-0.188647402911878,-0.879908571974312,0.882
0.193,-0.171923342370044,-0.879908571974312,0.909
0.211,-0.121751160744545,-0.734966713945091,0.913
0.227,-0.0548549185772127,-0.534277987443095,0.901
0.245,0.0287653841319529,-0.27784239246832,0.897
0.261,0.112385686841118,-0.121751160744544,0.897
0.276,0.179281929008451,-0.0548549185772118,0.911
0.294,0.22945411063395,-0.088303039660878,0.948
0.31,0.246178171175783,-0.188647402911877,1
0.326,0.262902231717616,-0.311290513551986,1
0.347,0.279626292259449,-0.467381745275762,0.81
0.361,0.296350352801283,-0.534277987443095,0.3
0.373,0.329798473884949,-0.590024855915871,0.007
0.374,NaN,NaN,NaN
