Time,X,Y,P
0,-0.26084033637953,0.0542488448880512,0.022
0.005,-0.282019679931713,0.0542488448880512,0.087
0.005,-0.282019679931713,0.0542488448880512,0.087
0.024,-0.303199023483898,0.0542488448880512,0.159
0.04,-0.303199023483898,0.0683684072561739,0.19
0.056,-0.282019679931713,0.0683684072561739,0.253
0.073,-0.239660992827347,0.0683684072561739,0.347
0.09,-0.176122962170794,0.0966075319924191,0.425
0.106,-0.112584931514241,0.15308578146491,0.485
0.109,-0.112584931514241,0.15308578146491,0.497
0.123,-0.0490469008576904,0.2095640309374,0.542
0.141,0.0356704733510454,0.294281405146136,0.597
0.157,0.0780291604554133,0.350759654618626,0.626
0.175,0.0992085040075964,0.364879216986749,0.642
0.189,0.0992085040075964,0.350759654618626,0.657
0.208,0.0780291604554133,0.237803155673645,0.741
0.223,0.0568498169032301,0.0966075319924191,0.81
0.241,-0.00668821375332248,-0.11518590352942,0.876
0.257,-0.0914055879620582,-0.32697933905126,0.927
0.275,-0.154943618618611,-0.524653212204976,0.956
0.291,-0.197302305722977,-0.65172927351808,0.968
0.306,-0.197302305722977,-0.708207522990571,0.981
0.323,-0.197302305722977,-0.708207522990571,1
0.341,-0.176122962170794,-0.637609711149957,1
0.358,-0.133764275066426,-0.482294525100609,1
0.373,-0.0702262444098751,-0.298740214315014,0.987
0.39,-0.00668821375332248,-0.11518590352942,0.976
0.407,0.0780291604554133,0.0824879696242965,0.974
0.427,0.141567191111966,0.195444468569277,0.976
0.439,0.183925878216332,0.266042280409891,0.97
0.456,0.205105221768517,0.280161842778013,0.972
0.472,0.226284565320702,0.251922718041768,0.97
0.489,0.247463908872885,0.167205343833032,0.966
0.511,0.268643252425068,0.0824879696242965,0.96
0.523,0.289822595977253,0.0401292825199286,0.95
0.539,0.395719313738173,0.0542488448880512,0.8
0.556,0.522795375051275,0.167205343833032,0.237
0.567,0.628692092812196,0.251922718041768,0.03
0.568,NaN,NaN,NaN
