Time,X,Y,P
0,-0.102183768294271,0.0945079922721654,0.056
0.009,-0.0849132722445342,0.129048984371637,0.206
0.009,-0.0849132722445342,0.129048984371637,0.206
0.027,-0.050372280145064,0.163589976471108,0.521
0.04,-0.0331017840953276,0.186617304537423,0.642
0.06,-0.0331017840953276,0.186617304537423,0.712
0.074,-0.0158312880455913,0.186617304537423,0.767
0.09,-0.0158312880455913,0.129048984371637,0.899
0.112,-0.050372280145064,-0.0206286480594062,0.979
0.124,-0.0676427761947991,-0.170306280490449,1
0.14,-0.119454264344007,-0.435120553253064,1
0.159,-0.136724760393742,-0.630852841816736,1
0.173,-0.171265752493214,-0.711448490048836,1
0.191,-0.18853624854295,-0.699934826015678,1
0.208,-0.205806744592685,-0.584798185684107,1
0.223,-0.22307724064242,-0.446634217286221,1
0.239,-0.205806744592685,-0.193333608556764,1
0.26,-0.136724760393742,0.0714806642058511,1
0.275,-0.0331017840953276,0.301753944868994,1
0.29,0.0877916882528219,0.405376921167409,1
0.309,0.295037640849651,0.520513561498979,1
0.325,0.433201609247537,0.520513561498979,0.806
0.344,0.554095081595686,0.462945241333193,0.22
0.352,0.588636073695159,0.405376921167409,0.021
0.354,NaN,NaN,NaN
