Time,X,Y,P
0,-0.308561661676339,0.462570392283727,0.028
0.009,-0.287337843677438,0.462570392283727,0.161
0.009,-0.287337843677438,0.462570392283727,0.161
0.027,-0.26611402567854,0.476719604282994,0.417
0.049,-0.287337843677438,0.434271968285193,0.741
0.069,-0.308561661676339,0.363525908288858,0.925
0.091,-0.32978547967524,0.137138516300588,1
0.112,-0.32978547967524,-0.0750996636884167,1
0.132,-0.308561661676339,-0.287337843677421,1
0.151,-0.287337843677438,-0.414680751670824,1
0.175,-0.26611402567854,-0.471277599667892,1
0.194,-0.26611402567854,-0.442979175669358,1
0.214,-0.26611402567854,-0.301487055676688,1
0.236,-0.244890207679638,-0.131696511685485,1
0.259,-0.244890207679638,0.0805416683035199,1
0.279,-0.202442571681836,0.207884576296923,1
0.299,-0.159994935684036,0.306929060291791,1
0.321,-0.096323481687336,0.321078272291058,1
0.343,-0.0538758456895335,0.278630636293257,1
0.363,-0.0326520276906323,0.151287728299855,1
0.383,0.00979560830716706,0.00979560830718512,1
0.402,0.0522432443049695,-0.0892488756876836,1
0.423,0.0522432443049695,-0.24489020767962,1
0.445,0.0522432443049695,-0.301487055676688,1
0.465,0.0522432443049695,-0.329785479675222,1
0.488,0.0522432443049695,-0.24489020767962,1
0.509,0.0946908803027688,-0.103398087686951,1
0.53,0.11591469830167,0.108840092302054,1
0.551,0.137138516300571,0.26448142429399,1
0.569,0.200809970297272,0.363525908288858,1
0.593,0.264481424293972,0.377675120288125,1
0.61,0.328152878290676,0.335227484290325,1
0.63,0.370600514288475,0.193735364297656,1
0.651,0.413048150286275,0.0239448203064521,1
0.673,0.455495786284077,-0.259039419678887,1
0.693,0.476719604282978,-0.457128387668625,1
0.715,0.519167240280778,-0.57032208366276,1
0.736,0.56161487627858,-0.57032208366276,0.421
0.75,0.625286330275281,-0.52787444766496,0.007
0.751,NaN,NaN,NaN
