Time,X,Y,P
0,-0.105617012629226,0.881843161209075,0.017
0.024,-0.105617012629226,0.935240609973293,0.128
0.024,-0.105617012629226,0.935240609973293,0.128
0.041,-0.125641055915808,0.948589972164348,0.171
0.053,-0.125641055915808,0.961939334355401,0.206
0.073,-0.125641055915808,0.948589972164348,0.255
0.089,-0.125641055915808,0.935240609973293,0.284
0.107,-0.125641055915808,0.881843161209075,0.313
0.12,-0.125641055915808,0.788397625871693,0.354
0.141,-0.125641055915808,0.628205279579038,0.397
0.142,-0.125641055915808,0.601506555196929,0.405
0.153,-0.125641055915808,0.494711657668492,0.427
0.17,-0.14566509920239,0.25442313822951,0.458
0.187,-0.165689142488972,-0.0125641055915806,0.479
0.203,-0.205737229062135,-0.226153900648454,0.511
0.22,-0.205737229062135,-0.413044971323218,0.53
0.236,-0.225761272348717,-0.613285404189036,0.548
0.252,-0.205737229062135,-0.720080301717472,0.55
0.271,-0.205737229062135,-0.746779026099581,0.554
0.287,-0.205737229062135,-0.760128388290636,0.565
0.303,-0.205737229062135,-0.746779026099581,0.591
0.32,-0.205737229062135,-0.733429663908526,0.601
0.337,-0.225761272348717,-0.666682852953254,0.608
0.353,-0.225761272348717,-0.573237317615872,0.608
0.37,-0.245785315635299,-0.466442420087436,0.61
0.387,-0.245785315635299,-0.359647522558999,0.612
0.403,-0.225761272348717,-0.226153900648454,0.61
0.42,-0.225761272348717,-0.146057727502126,0.612
0.438,-0.165689142488972,-0.0526121921647443,0.614
0.453,-0.14566509920239,-0.0125641055915806,0.612
0.469,-0.0855929693426443,0.0675320675547468,0.608
0.487,-0.00549679619631688,0.147628240701073,0.608
0.506,0.0745993769500105,0.187676327274237,0.61
0.519,0.114647463523174,0.187676327274237,0.612
0.538,0.154695550096338,0.187676327274237,0.612
0.554,0.194743636669502,0.187676327274237,0.61
0.574,0.254815766529247,0.160977602892128,0.612
0.589,0.254815766529247,0.147628240701073,0.606
0.608,0.274839809815829,0.0808814297458014,0.614
0.62,0.294863853102411,0.0141346187905285,0.624
0.636,0.294863853102411,-0.0526121921647443,0.628
0.652,0.314887896388993,-0.132708365311072,0.646
0.674,0.314887896388993,-0.226153900648454,0.655
0.686,0.334911939675575,-0.292900711603727,0.667
0.703,0.334911939675575,-0.372996884750054,0.688
0.72,0.334911939675575,-0.439743695705327,0.702
0.737,0.334911939675575,-0.479791782278491,0.712
0.757,0.334911939675575,-0.519839868851654,0.72
0.77,0.334911939675575,-0.546538593233763,0.661
0.79,0.334911939675575,-0.533189231042709,0.19
0.802,0.334911939675575,-0.493141144469545,0.005
0.803,NaN,NaN,NaN
