Time,X,Y,P
0,-0.297211237948295,0.894754041802347,0.019
0.021,-0.297211237948295,0.858480229296847,0.163
0.021,-0.297211237948295,0.858480229296847,0.163
0.038,-0.279074331695545,0.761750062615512,0.292
0.055,-0.260937425442794,0.604563541758343,0.399
0.071,-0.224663612937294,0.435285750066007,0.515
0.089,-0.188389800431793,0.205551604197836,0.642
0.105,-0.170252894179043,0.0241825416703334,0.69
0.122,-0.170252894179043,-0.205551604197837,0.714
0.138,-0.170252894179043,-0.374829395890173,0.724
0.155,-0.170252894179043,-0.495742104241842,0.724
0.172,-0.152115987926293,-0.556198458417676,0.728
0.189,-0.152115987926293,-0.532015916747342,0.739
0.204,-0.133979081673542,-0.495742104241842,0.741
0.221,-0.133979081673542,-0.362738125055006,0.741
0.237,-0.0977052691680418,-0.205551604197837,0.739
0.255,-0.0795683629152915,-0.0846388958461684,0.737
0.272,-0.0251576441570409,0.060456354175834,0.737
0.287,0.0292530746012101,0.133003979186835,0.735
0.305,0.083663793359461,0.205551604197836,0.737
0.321,0.119937605864962,0.217642875033003,0.739
0.337,0.156211418370462,0.169277791692336,0.741
0.355,0.192485230875963,0.120912708351668,0.747
0.372,0.228759043381463,0.0362738125055003,0.749
0.388,0.283169762139714,-0.0725476250110016,0.753
0.404,0.319443574645215,-0.169277791692337,0.757
0.421,0.355717387150716,-0.266007958373671,0.763
0.438,0.373854293403466,-0.350646854219839,0.759
0.455,0.373854293403466,-0.435285750066007,0.688
0.472,0.391991199656216,-0.483650833406675,0.474
0.487,0.391991199656216,-0.495742104241842,0.222
0.49,NaN,NaN,NaN
